JoinField,JoinField2,JoinField3,Jurisdiction,Precinct,V_20_VAP_White_pct,V_20_VAP_Hispanic_pct,V_20_VAP_Black_pct,V_20_VAP_Asian_pct,V_20_VAP_Native_pct,V_20_VAP_Pacific_pct,bach_pct,owner_pct,renter_pct,drive_pct,transit_pct,walk_pct,bike_pct,wfh_pct,X_22_2022_Age_Age_0_9_pct,X_22_2022_Age_Age_10_19_pct,X_22_2022_Age_Age_20_29_pct,X_22_2022_Age_Age_30_39_pct,X_22_2022_Age_Age_40_49_pct,X_22_2022_Age_Age_50_59_pct,X_22_2022_Age_Age_60_69_pct,X_22_2022_Age_Age_70_79_pct,X_22_2022_Age_Age_O79_pct,X_22_2022_Household_Income_U10K_pct,X_22_2022_Household_Income_10_15K_pct,X_22_2022_Household_Income_15_20K_pct,X_22_2022_Household_Income_20_25K_pct,X_22_2022_Household_Income_25_30K_pct,X_22_2022_Household_Income_30_35K_pct,X_22_2022_Household_Income_35_40K_pct,X_22_2022_Household_Income_40_45K_pct,X_22_2022_Household_Income_45_50K_pct,X_22_2022_Household_Income_50_60K_pct,X_22_2022_Household_Income_60_75K_pct,X_22_2022_Household_Income_75_100K_pct,X_22_2022_Household_Income_100_125K_pct,X_22_2022_Household_Income_125_150K_pct,X_22_2022_Household_Income_150_200K_pct,X_22_2022_Household_Income_O200K_pct,ward_preci,prog_score,estimated_turnout_high,estimated_turnout,estimated_turnout_low,win_prob_Fine,median_pct_Fine,median_votes_Fine,win_prob_Biss,median_pct_Biss,median_votes_Biss,win_prob_Abughazaleh,,median_votes_Abughazaleh,win_prob_Simmons,median_pct_Simmons,median_votes_Simmons,win_prob_Amiwala,median_pct_Amiwala,median_votes_Amiwala,win_prob_Andrew,median_pct_Andrew,median_votes_Andrew,win_prob_Huynh,median_pct_Huynh,median_votes_Huynh,tot_cohabitating_couples,straight_cohabitating,lgbt_cohabitating,mlm_cohabitating,wlw_cohabitating,lgbt_pct,mlm_pct,wlw_pct
MCHENRY:ALG 52,MCHENRY:ALGONQUIN ALG 52,MCHENRY:ALG 52,MCHENRY,ALG 52,0.679095884,0.254811047,0.018735653,0.029295724,0.025230021,0.001403793,0.2386,0.7698,0.2302,0.8931,0.0216,0,0.0114,0.0738,0.209166012,0.085023225,0.121265246,0.112709598,0.145823137,0.160911519,0.09417483,0.065592348,0.005334084,0.012309587,0.026734397,0.027200766,0.000321017,0.020174769,3.74E-05,0.005141126,0.001839576,0.007915227,0.063001866,0.212426489,0.153614071,0.204409482,0.044069792,0.062370656,0.158433772,,0.189313958,206,137,91,0.42964,0.284296006,39,0.53474,0.296494126,61,0.0329,0.166649883,34,0.00184,0.082520043,17,0.0004,0.048420513,10,0.00028,0.055127706,11,0.0002,0.034535706,7,181.30525,181.2020224,0.673749482,0.305225008,0.368524475,0.003716106,0.001683487,0.002032619
MCHENRY:ALG 5,MCHENRY:ALGONQUIN ALG 05,MCHENRY:ALG 5,MCHENRY,ALG 5,0.669484118,0.261827085,0.018535907,0.036800378,0.029340839,0.002052008,0.175,0.6886,0.3114,0.8713,0.0504,0,0.0109,0.0672,0.097747486,0.159602885,0.14166654,0.099466671,0.146644739,0.120585492,0.107466616,0.097105842,0.029713728,0.065776241,0.043960147,0.016141521,0.008985835,0.071355622,0.023592729,0.011217029,0.01684596,0.01997158,0.084229263,0.062918252,0.252482976,0.126412234,0.052193232,0.080270343,0.063647038,,-0.146865252,267,178,119,0.4253,0.283364797,50,0.5386,0.297502484,61,0.03286,0.166209824,34,0.00214,0.08348378,17,0.00048,0.048655041,10,0.00044,0.054490473,11,0.00018,0.034293625,7,444.1807883,441.256268,5.371637001,2.671001584,2.700635416,0.012093357,0.006013321,0.006080037
MCHENRY:ALG 46,MCHENRY:ALGONQUIN ALG 46,MCHENRY:ALG 46,MCHENRY,ALG 46,0.832261201,0.093900363,0.027158583,0.036855812,0.012049801,0.001261594,0.1768,0.8002,0.1998,0.7766,0.0203,0,0.022,0.1729,0.073396148,0.150333307,0.130032569,0.094240634,0.125280488,0.17887358,0.128508491,0.081912755,0.037422026,0.018848413,0.026197833,0.010827573,0.009302586,0.016221795,0.023456894,0.003112645,0.054136951,0.014141859,0.080084364,0.117273535,0.148684966,0.080120932,0.146737982,0.134514171,0.1163375,,-0.431098641,203,135,90,0.42826,0.283213369,38,0.53542,0.29703909,61,0.03284,0.167093721,34,0.00224,0.08258849,17,0.00044,0.048083908,10,0.00052,0.054778497,11,0.00028,0.034235291,7,348.5639522,348.3405214,2.2658113,1.06198758,1.20382372,0.006500418,0.003046751,0.003453667
COOK:8200023,COOK:8200023,COOK:Niles Precinct 23,COOK,Niles Precinct 23,0.564716882,0.07658689,0.106397793,0.247699269,0.004613522,0.000773771,0.3034,0.7081,0.2919,0.7629,0.0284,0.0208,0.0481,0.1271,0.143865425,0.172241781,0.111349452,0.104945615,0.138311318,0.076884566,0.103878765,0.090677951,0.057845129,0.015189575,2.08E-05,0.005690601,0.005820642,0.007564025,0.035770834,0.020752072,0.037730987,0.039579754,0.086687982,0.07169689,0.13396975,0.077321697,0.107550434,0.128502902,0.226151045,,-0.164328385,369,246,164,0.4298,0.283820947,70,0.5346,0.297105541,61,0.03274,0.166214861,34,0.00186,0.083329375,17,0.00036,0.04734765,10,0.00038,0.055087426,11,0.00026,0.034401284,7,351.7423706,351.7408765,1.985365153,0.001929262,1.983435891,0.005644373,5.48487E-06,0.005638888
COOK:8300038,COOK:8300038,COOK:Northfield Precinct 38,COOK,Northfield Precinct 38,0.761446514,0.067802075,0.027111859,0.124433575,0.010174724,0.00338899,0.4909,0.9397,0.0603,0.6975,0.0603,0,0.0061,0.1863,0.117849054,0.148422118,0.071783921,0.118766292,0.115885277,0.116924791,0.19824284,0.076625427,0.035500279,7.79E-05,0.021574992,4.06E-05,0.024245986,0.013455178,0.024292585,0.013509181,0.078069089,0.027055089,0.02154199,0.051201522,0.056661772,0.121236818,0.088897976,0.059333027,0.398806366,,-0.177714021,305,203,135,0.43076,0.284372881,58,0.53362,0.297367921,61,0.03272,0.166128831,34,0.002,0.082448885,17,0.00038,0.047888604,10,0.00034,0.054862525,11,0.00018,0.034390181,7,244.5148158,244.1126524,0.804326139,0.60324388,0.201082259,0.003289478,0.002467106,0.000822372
COOK:8100036,COOK:8100036,COOK:New Trier Precinct 36,COOK,New Trier Precinct 36,0.839349534,0.040952462,0.01930161,0.086475123,0.008506283,0.000776289,0.5785,0.6883,0.3117,0.5465,0.1883,0.058,0.0315,0.1743,0.142211407,0.204742073,0.036579277,0.094429192,0.17105726,0.152926719,0.090369973,0.085072213,0.022611887,0.059954486,0.016237143,1.19E-05,2.75E-05,0.017871228,0.00163889,0.032428601,0.050278452,0.001641214,0.055146531,0.019474949,0.120051852,0.030902922,0.019519251,0.110445414,0.464369622,,-0.011127834,669,446,297,0.4299,0.283995832,127,0.5342,0.297660338,61,0.0327,0.16627835,34,0.00204,0.083249004,17,0.00052,0.047943306,10,0.00032,0.055391883,11,0.00032,0.033700639,7,339.3968963,339.3695313,2.850004296,1.872637796,0.9773665,0.008397261,0.005517545,0.002879715
CITY OF CHICAGO:WARD 50 PRECINCT 10,CITY OF CHICAGO:WARD 50 PRECINCT 10,CITY OF CHICAGO:Ward 50 Precinct 10,CITY OF CHICAGO,Ward 50 Precinct 10,0.527495146,0.118076694,0.071082065,0.268662478,0.017627396,0.003424007,0.3391,0.4707,0.5293,0.7068,0.088,0.0246,0.0622,0.1062,0.20486741,0.171532725,0.052695913,0.177781178,0.067455376,0.110874941,0.102655902,0.058911183,0.053225373,0.03177079,0.046514599,0.028641005,0.045977382,0.016425498,0.088994301,0.025879115,0.036920905,0.013733644,0.059541701,0.069841937,0.065964825,0.182280564,0.075324927,0.106955644,0.105233164,50010,-0.506915967,378,252,168,0.70102,0.308888139,78,0.25964,0.250234322,52,0.03256,0.16154919,33,0.00526,0.10236373,21,0.00084,0.057741536,12,0.00034,0.055590293,11,0.00034,0.035037822,7,472.440191,470.6236773,6.965930776,3.961569149,3.004361627,0.014744577,0.008385335,0.006359242
COOK:8100013,COOK:8100013,COOK:New Trier Precinct 13,COOK,New Trier Precinct 13,0.740487699,0.039346309,0.030336363,0.173279786,0.010345591,0.004825952,0.5721,0.9607,0.0393,0.7278,0.0748,0,0.0038,0.193,0.103290438,0.170400882,0.018476358,0.08827853,0.136628293,0.169932185,0.138051338,0.132555259,0.042386717,0.050733082,0.03511721,0.001312786,0.01174364,0.011724596,1.22E-05,0.006530238,0.020836429,3.75E-06,0.075443245,0.032547936,0.054684502,0.075556554,0.037807476,0.191412481,0.394533871,,-0.449116158,566,377,251,0.43082,0.284959546,107,0.5341,0.297569981,61,0.03254,0.166366258,34,0.00182,0.081722865,17,0.00028,0.047227789,10,0.00028,0.054577212,11,0.00016,0.034878871,7,466.860668,466.250252,3.584820861,1.788847236,1.795973624,0.007678567,0.003831651,0.003846916
COOK:8200046,COOK:8200046,COOK:Niles Precinct 46,COOK,Niles Precinct 46,0.582284448,0.04450307,0.011965542,0.36187042,0.002510425,0.001252475,0.4712,0.965,0.035,0.7117,0.0291,0,0.003,0.2562,0.113291333,0.089252286,0.096384234,0.109855152,0.111491988,0.167187417,0.128140834,0.0875232,0.096873554,0.055852437,2.16E-06,0.006470195,0.009556532,0.027147815,0.027083578,0.014437781,0.017572271,0.019199786,0.016046958,0.04785545,0.17214535,0.130774025,0.044693953,0.086073807,0.325087904,,-0.154810708,419,279,186,0.42936,0.283898902,79,0.53528,0.297506506,61,0.03232,0.166463968,34,0.00208,0.082485137,17,0.00054,0.04796922,10,0.00028,0.055591587,11,0.00014,0.033804726,7,353.2571028,352.3278424,3.389530651,2.983209999,0.406320652,0.009595081,0.008444869,0.001150212
COOK:8200056,COOK:8200056,COOK:Niles Precinct 56,COOK,Niles Precinct 56,0.639088013,0.072694084,0.021335622,0.260216893,0.004001048,0.001333905,0.3859,0.9688,0.0312,0.8617,0.0051,0,0,0.1332,0.26569111,0.086335003,0.044933097,0.135491966,0.115631453,0.081204118,0.097620509,0.070844988,0.102247755,0.057627828,5.92E-08,1.86E-05,6.66E-06,0.023919779,0.064645592,0.050576742,0.015482,0.004229413,0.092752198,0.028224493,0.109698537,0.161699487,0.073113816,0.032427455,0.28557738,,-0.448856098,407,271,181,0.42982,0.28379505,77,0.53514,0.296882055,61,0.03212,0.166293926,34,0.0017,0.083225739,17,0.0005,0.048122523,10,0.00042,0.054708341,11,0.0003,0.03468634,7,402.0659114,400.4147071,4.953593811,4.953468663,0.000125148,0.012320353,0.012320041,3.11262E-07
COOK:8100031,COOK:8100031,COOK:New Trier Precinct 31,COOK,New Trier Precinct 31,0.84985443,0.038039506,0.019487936,0.077007244,0.004879916,1.79E-07,0.5646,0.8036,0.1964,0.392,0.2429,0.0522,0.0243,0.287,0.13045769,0.191111246,0.041965917,0.107062567,0.097894581,0.188219821,0.13031771,0.070170806,0.042799661,0.015751418,0.111956621,0.035488974,0.027516186,0.033417137,0.011814372,0.027504686,0.01573187,3.28E-05,0.00199442,0.023601337,0.019791714,0.094351081,0.129744352,0.108244513,0.343058543,,-0.041107174,479,319,213,0.42776,0.283554375,90,0.53686,0.297205373,61,0.03212,0.16636528,34,0.00204,0.083004496,17,0.00038,0.04859969,10,0.00054,0.054925731,11,0.0003,0.033750036,7,339.5868789,339.5863884,2.419072097,1.341731707,1.07734039,0.007123574,0.003951071,0.003172503
COOK:8200039,COOK:8200039,COOK:Niles Precinct 39,COOK,Niles Precinct 39,0.648432789,0.0775335,0.03444474,0.214018432,0.02247655,0.001249548,0.4052,0.8435,0.1565,0.8052,0.0282,0,0.0464,0.1149,0.205699365,0.073056557,0.080532828,0.072140912,0.183054063,0.13009332,0.152999384,0.070310682,0.032112888,0.121690142,0.096610297,0.010807718,0.000117452,0.027488028,0.038175082,0.004843664,2.36E-05,0.0704177,0.027562914,0.141071302,0.059762079,0.093140812,0.050324393,0.131341451,0.126623351,,-0.026779261,447,298,199,0.42816,0.283997183,85,0.53664,0.297638773,61,0.03196,0.166180719,34,0.0021,0.082675809,17,0.0005,0.047283525,10,0.00044,0.055507704,11,0.0002,0.034920746,7,359.900437,358.3319614,4.651787198,1.957743206,2.694043991,0.012925206,0.00543968,0.007485526
COOK:8100021,COOK:8100021,COOK:New Trier Precinct 21,COOK,New Trier Precinct 21,0.698037563,0.040442623,0.018152551,0.221938771,0.006608203,1.13E-06,0.5638,0.8561,0.1439,0.5338,0.2345,0.009,0.0348,0.1544,0.123685278,0.150426889,0.032315821,0.062801189,0.141080367,0.178988885,0.112494736,0.11059325,0.087613584,0.025953585,1.31E-06,0.004348193,0.012971061,0.020206676,0.046136065,0.020185234,0.008671533,0.005777398,0.056294616,0.059102332,0.148635564,0.080855776,0.09236073,0.102432802,0.316067124,,0.176425891,482,321,214,0.43092,0.284748527,91,0.53386,0.297953208,61,0.03196,0.165925411,34,0.00218,0.081457737,17,0.00046,0.048046314,10,0.0003,0.054985585,11,0.00032,0.034414948,7,337.5885765,336.8667782,2.13174879,1.258861533,0.872887258,0.006314635,0.003728981,0.002585654
MCHENRY:ALG 35,MCHENRY:ALGONQUIN ALG 35,MCHENRY:ALG 35,MCHENRY,ALG 35,0.84193781,0.088194535,0.013701581,0.037162217,0.014942158,0.001833817,0.3234,0.9106,0.0894,0.8172,0.0346,0,0.0021,0.146,0.108398025,0.147308177,0.136023867,0.132649755,0.117934752,0.159049604,0.11549944,0.069652061,0.013484318,0.070329896,0.024679667,0.004491764,0.042049059,0.033197545,0.014170964,0.045266769,0.030190335,0.043642013,0.071520768,0.049336563,0.116246721,0.103412381,0.092631058,0.112942472,0.145892025,,-0.017694551,183,122,81,0.42828,0.283633924,35,0.53662,0.297472331,61,0.03192,0.166848768,34,0.00214,0.083056764,17,0.00056,0.048413106,10,0.0003,0.054783373,11,0.00018,0.033513639,7,318.3988963,317.5083136,2.48444551,0.878735373,1.605710136,0.007802934,0.002759857,0.005043077
COOK:8200004,COOK:8200004,COOK:Niles Precinct 4,COOK,Niles Precinct 4,0.496803457,0.099642029,0.023306766,0.381045241,0.011252389,1.64E-06,0.3622,0.6805,0.3195,0.8523,0.0199,0,0.003,0.1196,0.129453363,0.15392845,0.063651422,0.134699985,0.093818373,0.084473358,0.122046303,0.112141572,0.105787175,0.053356149,0.02062994,0.010325318,0.037824597,0.006897039,0.049868357,0.006917765,0.018980759,0.02237805,0.032693656,0.128932988,0.158491481,0.065519734,0.108335824,0.130755238,0.148093105,,-0.415824493,204,136,91,0.43118,0.284868251,39,0.53434,0.2972785,61,0.03172,0.166263891,34,0.00188,0.081325901,17,0.0004,0.04784206,10,0.00038,0.054795961,11,0.0001,0.035078054,7,367.2904609,367.2901912,2.822395622,0.706273215,2.116122406,0.00768437,0.001922928,0.005761441
COOK:8200017,COOK:8200017,COOK:Niles Precinct 17,COOK,Niles Precinct 17,0.505434055,0.09819153,0.080849061,0.308940237,0.012564745,0.002396353,0.3047,0.7896,0.2104,0.7137,0.1116,0.0011,0.0001,0.1591,0.137834249,0.106855197,0.087523683,0.110925023,0.048819517,0.17593493,0.171529693,0.079518469,0.081059241,0.017255232,1.78E-05,0.010634422,0.021234397,9.53E-06,0.049038453,3.00E-05,0.035840771,0.058301411,0.029355571,0.078404376,0.208422746,0.108854687,0.018712243,0.216353539,0.147534866,,0.186050217,474,316,211,0.4291,0.285776552,90,0.53688,0.299086798,62,0.03138,0.165403738,34,0.00156,0.081040647,17,0.00044,0.047616823,10,0.00038,0.054282469,11,0.00026,0.03496392,7,467.6360222,464.895619,7.536772634,2.057335509,5.479437125,0.01611675,0.004399438,0.011717312
COOK:8300041,COOK:8300041,COOK:Northfield Precinct 41,COOK,Northfield Precinct 41,0.744936846,0.045281757,0.008581798,0.188954058,0.001229398,0.001224624,0.5009,0.9687,0.0313,0.6277,0.1064,0,0,0.2488,0.152218259,0.141753477,0.022968641,0.061591313,0.177211128,0.107439783,0.174091345,0.121989086,0.040736969,0.026613221,0.01183658,0.026618331,1.39E-05,0.01480954,1.81E-05,1.25E-05,1.97E-05,0.0147714,0.014849916,0.01781305,0.109451705,0.041464491,0.059192703,0.186304182,0.476210723,,-0.278187807,357,238,159,0.43458,0.286280443,68,0.53186,0.299195568,62,0.03092,0.16469682,34,0.00162,0.079940175,16,0.00044,0.047056747,10,0.00034,0.054671909,11,0.00024,0.034485078,7,218.7893221,218.5545933,0.938861982,0.117337927,0.821524054,0.004291169,0.000536306,0.003754864
COOK:8300010,COOK:8300010,COOK:Northfield Precinct 10,COOK,Northfield Precinct 10,0.705464466,0.073926782,0.018890516,0.179428415,0.008577236,0.000859997,0.4494,0.8932,0.1068,0.8218,0.0293,0,0,0.1317,0.117527376,0.112653119,0.027432763,0.128060012,0.106354988,0.168485925,0.183325053,0.082150507,0.074010256,0.040249162,0.009585339,0.017237168,7.83E-05,2.21E-05,0.046011291,3.21E-05,2.86E-05,0.12054511,5.58E-05,0.045950816,0.09186793,0.093891233,0.030787244,0.107291719,0.396366068,,-0.03629635,332,221,147,0.4352,0.285509244,63,0.53126,0.298389087,61,0.03084,0.16507339,34,0.00166,0.081220031,17,0.0004,0.047926292,10,0.00042,0.054795399,11,0.00022,0.034217998,7,323.8008237,323.2062236,1.15609373,0.802160566,0.353933164,0.003570385,0.002477327,0.001093058
COOK:8100034,COOK:8100034,COOK:New Trier Precinct 34,COOK,New Trier Precinct 34,0.6432251,0.058959204,0.037206354,0.264724838,0.015501677,0.001036839,0.4974,0.8913,0.1087,0.6088,0.0984,0,0.0491,0.2348,0.089838387,0.174934506,0.026119458,0.095933513,0.0921629,0.205595142,0.13812801,0.071456071,0.105832014,0.006164212,0.004093558,0.012256625,0.002047173,0.018368648,0.030607131,0.002081744,0.022437043,0.004085429,0.077551489,0.036743683,0.089773199,0.146855604,0.044943933,0.063380391,0.438610139,,-0.116473699,321,214,143,0.4275,0.284988491,61,0.53892,0.299086378,62,0.03034,0.165324539,34,0.002,0.081223273,17,0.00046,0.047340662,10,0.00042,0.055017845,11,0.00036,0.034403346,7,398.645392,397.6245205,2.563801653,1.120017782,1.443783872,0.006431284,0.002809559,0.003621725
COOK:8100017,COOK:8100017,COOK:New Trier Precinct 17,COOK,New Trier Precinct 17,0.724235422,0.031493356,0.006527236,0.221455611,0.007601912,0.003252886,0.5118,0.7231,0.2769,0.5747,0.0869,0,0.0641,0.1969,0.156957511,0.133831562,0.030931547,0.061874932,0.139221391,0.160121111,0.111366623,0.13452806,0.071167264,0.026061934,0,8.83E-06,0.014889042,0.027922731,0.063268428,0.024190577,0.003737741,0.001869818,0.057721321,0.083743863,0.080193393,0.102399091,0.081965968,0.14145555,0.290571719,,-0.073981313,450,300,200,0.43086,0.285489545,86,0.5362,0.299062449,62,0.03016,0.165273163,34,0.00184,0.080875497,17,0.0004,0.047930961,10,0.00038,0.054976577,11,0.00016,0.034831261,7,523.8409198,523.0112903,3.318070015,2.48835086,0.829719155,0.006334118,0.004750203,0.001583914
COOK:8300044,COOK:8300044,COOK:Northfield Precinct 44,COOK,Northfield Precinct 44,0.824696212,0.064578905,0.0081,0.086474402,0.010759794,0.005374087,0.4511,0.8991,0.1009,0.8243,0.0273,0,0,0.131,0.118031814,0.114334885,0.030478364,0.129390949,0.100019602,0.161987711,0.190307181,0.080105711,0.075343783,0.038863494,0.008999044,0.023864659,7.77E-05,5.21E-05,0.041890721,7.77E-05,0,0.116259556,2.16E-05,0.038790857,0.092453634,0.09257285,0.035845431,0.107395476,0.402835116,,0.048801646,320,213,142,0.43338,0.286274818,61,0.534,0.298995315,62,0.0299,0.164928636,34,0.00192,0.080146326,17,0.00036,0.047344187,10,0.00032,0.055079423,11,0.00012,0.03433879,7,223.2974534,222.9304267,0.735333782,0.550631463,0.184702319,0.003293068,0.00246591,0.000827158
COOK:8300043,COOK:8300043,COOK:Northfield Precinct 43,COOK,Northfield Precinct 43,0.657690264,0.011790302,0.010915841,0.310326666,0.004199327,9.62E-07,0.4503,0.8579,0.1421,0.7455,0.11,0.0001,0.0002,0.1209,0.113029634,0.070981225,0.047935287,0.122266951,0.109551205,0.155897933,0.072198007,0.147076887,0.161062873,0.015981025,0.014443229,0.013031587,0.015918284,0.014449827,0.01446445,0.004384193,0.001564894,6.32E-05,0.053565045,0.099806572,0.143108311,0.086722563,0.094017922,0.088368798,0.340110064,,-0.133206893,444,296,197,0.43616,0.287986947,85,0.53204,0.299534863,62,0.02904,0.163537206,34,0.0017,0.079105208,16,0.0004,0.04707342,10,0.00036,0.054681394,11,0.0003,0.034619218,7,233.1007269,232.8893167,0.842641354,0.164729332,0.677912022,0.003614924,0.000706687,0.002908236
COOK:8200032,COOK:8200032,COOK:Niles Precinct 32,COOK,Niles Precinct 32,0.624334717,0.064145954,0.100066897,0.212999071,0.006277793,3.86E-06,0.3888,0.6903,0.3097,0.7305,0.1227,0.008,0.0447,0.0722,0.100282488,0.065442942,0.06830964,0.10322935,0.101712352,0.17002664,0.188929719,0.135139461,0.06692741,0.061762603,0.173413617,0.01764878,0.032431933,1.90E-05,0.144053153,0.017627112,0,0.029406507,0.017705658,0.141103565,0.085324102,0.111726851,0.047117582,0.094162034,0.026497545,,-0.345927045,209,139,93,0.43754,0.2879345,40,0.53146,0.30029555,62,0.02852,0.164274508,34,0.00158,0.078448156,16,0.00034,0.047106552,10,0.00028,0.05530773,11,0.00028,0.0343702,7,98.76092634,97.87676406,1.326243416,0.972578505,0.353664911,0.013428827,0.009847807,0.003581021
COOK:8200060,COOK:8200060,COOK:Niles Precinct 60,COOK,Niles Precinct 60,0.59484097,0.057910856,0.066541501,0.275406768,0.013018184,0.001444241,0.351,0.7255,0.2745,0.7815,0.0788,0.0091,0.0588,0.0595,0.09718865,0.079089517,0.066759187,0.115048867,0.089893722,0.158138429,0.180005976,0.121999447,0.091876205,0.060968886,0.129884569,0.018275071,0.061933938,0.007146694,0.119741121,0.010169443,3.14E-05,0.02739284,0.039846066,0.113909919,0.096548687,0.09753334,0.069199864,0.110764383,0.036653759,,-0.147242327,509,339,226,0.44164,0.28902449,98,0.52808,0.300131825,62,0.02772,0.162992343,34,0.00168,0.078878674,16,0.00042,0.047296855,10,0.00026,0.054099651,11,0.0002,0.034466455,7,497.1729256,494.5554717,4.533425349,2.757750401,1.775674948,0.009118408,0.005546864,0.003571544
COOK:8100003,COOK:8100003,COOK:New Trier Precinct 3,COOK,New Trier Precinct 3,0.752226613,0.040588805,0.012494634,0.170771931,0.007288609,0.001044279,0.6095,0.8552,0.1448,0.521,0.1426,0,0.0502,0.2426,0.107549011,0.121078358,0.037531876,0.065341943,0.133069448,0.164592089,0.125444488,0.166625736,0.078767052,0.028558063,2.06E-05,1.49E-05,0.010086864,0.010104136,0.038685993,0.025252736,0.015113751,0.003405702,0.023566448,0.122701627,0.084095814,0.057376995,0.100892158,0.06086531,0.419258887,,-0.097577974,468,312,208,0.44464,0.289623278,90,0.52546,0.29964166,62,0.0272,0.163593079,34,0.00148,0.078567249,16,0.00054,0.047095447,10,0.00048,0.054862549,11,0.0002,0.034198747,7,224.2042852,223.8486737,1.42151561,1.066169945,0.355345665,0.00634027,0.00475535,0.001584919
COOK:8300053,COOK:8300053,COOK:Northfield Precinct 53,COOK,Northfield Precinct 53,0.677387491,0.016466326,0.010968177,0.288771029,0.000919245,0.000913098,0.5002,0.666,0.334,0.6394,0.1218,0,0,0.2302,0.135009569,0.124270733,0.031329374,0.06980691,0.15913233,0.118119582,0.165367521,0.125266341,0.071697642,0.026571614,0.012080275,0.024145265,0.004848554,0.012079515,0.009665958,1.21E-05,1.71E-05,0.007240861,0.02419845,0.048359145,0.111152126,0.058004027,0.077310963,0.161747618,0.422566502,,-0.353721201,414,276,184,0.43674,0.287812199,79,0.5334,0.299863974,62,0.0271,0.16345652,34,0.00158,0.078939519,16,0.00062,0.04724721,10,0.00038,0.055141689,11,0.00018,0.034341345,7,460.7456873,460.3405834,2.505402954,0.468048104,2.03735485,0.005437713,0.001015849,0.004421864
COOK:8300039,COOK:8300039,COOK:Northfield Precinct 39,COOK,Northfield Precinct 39,0.697741653,0.023066854,0.006798363,0.262907237,0.005423397,1.18E-06,0.387,0.6906,0.3094,0.8014,0.0141,0,0.0176,0.167,0.108082825,0.104159942,0.056016315,0.083338695,0.206969178,0.040425216,0.158851491,0.149706617,0.09244972,1.69E-05,0.030778955,1.58E-05,0.003864001,3.44E-05,0.034622957,1.69E-05,4.50E-06,0.046149188,0.238344347,4.14E-05,0.073108925,0.130746974,0.084632273,0.119247208,0.238375366,,-0.406203849,200,133,89,0.43872,0.289671853,39,0.53374,0.301644823,62,0.02542,0.161785292,33,0.0013,0.077526628,16,0.0004,0.047155883,10,0.0002,0.054624588,11,0.00022,0.034460456,7,385.6812064,385.1860088,4.449360081,2.965828087,1.483531994,0.011536367,0.007689843,0.003846524
COOK:8200038,COOK:8200038,COOK:Niles Precinct 38,COOK,Niles Precinct 38,0.55488127,0.059780896,0.022866042,0.358862392,0.002410028,0.000801739,0.3801,0.8527,0.1473,0.7848,0.0754,0.0057,0.0063,0.1049,0.067506071,0.07799363,0.075981099,0.119241764,0.120443036,0.105644176,0.184294573,0.17019965,0.078696002,0.007009183,0.006979051,1.36E-05,0.063685222,0.039810141,0.100521702,0.021900507,0.068668939,2.59E-05,0.07367074,0.060749179,0.134450367,0.098644608,0.108568504,0.148410845,0.066891495,,-0.139594815,624,416,277,0.4423,0.29149146,121,0.5305,0.302510765,62,0.02516,0.16167608,33,0.00124,0.076254186,16,0.00038,0.04624873,10,0.0002,0.054975131,11,0.00022,0.034433633,7,898.12689,894.2710592,7.472248265,3.209927107,4.262321158,0.008319814,0.003574024,0.004745789
COOK:8200018,COOK:8200018,COOK:Niles Precinct 18,COOK,Niles Precinct 18,0.590828285,0.069352353,0.04704423,0.280765271,0.008485188,0.004671078,0.3941,0.8866,0.1134,0.6498,0.133,0.0319,0.0393,0.123,0.134726943,0.071716149,0.075486248,0.111603588,0.090361657,0.100287789,0.164449285,0.169483889,0.081884451,0.026149263,0.001583348,0.01449113,0.038570079,0.009037064,0.017165202,2.06E-05,1.29E-05,0.012992015,0.063962603,0.067163462,0.279250445,0.066069077,0.070201966,0.110124617,0.223206212,,0.143394933,629,419,279,0.44968,0.294403808,123,0.52638,0.304679555,63,0.0226,0.159465126,33,0.00084,0.072692296,15,0.00018,0.045609542,9,0.00014,0.055337323,11,0.00018,0.033763849,7,545.3850219,543.7753996,8.356893911,1.979048098,6.377845812,0.015322925,0.003628717,0.011694208
COOK:9600077,COOK:9600077,COOK:Wheeling Precinct 77,COOK,Wheeling Precinct 77,0.203435339,0.556556814,0.017720622,0.21960578,0.029756111,0.001002173,0.295,0.2286,0.7714,0.7646,0.0186,0,0.0102,0.1721,0.132306993,0.149749655,0.160017118,0.217246005,0.133024645,0.118744079,0.07523041,0.012626739,0.001054357,0.045106766,0.014987776,0.017755005,0.013664655,0.068798327,0.022468627,0.073581551,0.069461341,0.063341325,0.144484307,0.070341409,0.15220246,0.042402567,0.125434638,0.054676876,0.021292367,,-0.506342518,174,116,77,0.79394,0.339913102,39,0.18342,0.253909046,52,0.02134,0.163414374,34,0.00038,0.058996542,12,0.00066,0.061375315,13,0.00012,0.055406459,11,0.00014,0.03538787,7,855.7541352,852.4792911,11.05750083,6.264003417,4.793497411,0.012921352,0.007319863,0.005601489
